Filename,
src/test/java/io/reactivex/rxjava3/tck/IgnoreElementsTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/IntervalRangeTckTest.java,27
src/test/java/io/reactivex/rxjava3/tck/IntervalTckTest.java,30
src/test/java/io/reactivex/rxjava3/tck/IsEmptyTckTest.java,20
src/test/java/io/reactivex/rxjava3/tck/JustTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/LastTckTest.java,5
src/test/java/io/reactivex/rxjava3/tck/LimitTckTest.java,0
src/test/java/io/reactivex/rxjava3/tck/MapTckTest.java,26
src/test/java/io/reactivex/rxjava3/tck/MaybeFlatMapPublisherTckTest.java,29
src/test/java/io/reactivex/rxjava3/tck/MergeIterableTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/MergePublisherTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/MergeTckTest.java,26
src/test/java/io/reactivex/rxjava3/tck/MergeWithCompletableTckTest.java,21
src/test/java/io/reactivex/rxjava3/tck/MergeWithMaybeEmptyTckTest.java,8
src/test/java/io/reactivex/rxjava3/tck/MergeWithMaybeTckTest.java,25
src/test/java/io/reactivex/rxjava3/tck/MergeWithSingleTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/MulticastProcessorAsPublisherTckTest.java,2
src/test/java/io/reactivex/rxjava3/tck/MulticastProcessorRefCountedTckTest.java,7
src/test/java/io/reactivex/rxjava3/tck/MulticastProcessorTckTest.java,14
src/test/java/io/reactivex/rxjava3/tck/ObserveOnTckTest.java,9
src/test/java/io/reactivex/rxjava3/tck/OnBackpressureBufferTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/OnErrorResumeWithTckTest.java,17
src/test/java/io/reactivex/rxjava3/tck/OnErrorReturnItemTckTest.java,11
src/test/java/io/reactivex/rxjava3/tck/PublishProcessorAsPublisherTckTest.java,14
src/test/java/io/reactivex/rxjava3/tck/PublishSelectorTckTest.java,20
src/test/java/io/reactivex/rxjava3/tck/PublishTckTest.java,28
src/test/java/io/reactivex/rxjava3/tck/RangeTckTest.java,19
src/test/java/io/reactivex/rxjava3/tck/RebatchRequestsTckTest.java,0
src/test/java/io/reactivex/rxjava3/tck/ReduceTckTest.java,7
src/test/java/io/reactivex/rxjava3/tck/ReduceWithTckTest.java,17
src/test/java/io/reactivex/rxjava3/tck/RefCountProcessor.java,2
src/test/java/io/reactivex/rxjava3/tck/RepeatTckTest.java,16
src/test/java/io/reactivex/rxjava3/tck/ReplayProcessorSizeBoundAsPublisherTckTest.java,16
src/test/java/io/reactivex/rxjava3/tck/ReplayProcessorTimeBoundAsPublisherTckTest.java,14
src/test/java/io/reactivex/rxjava3/tck/ReplayProcessorUnboundedAsPublisherTckTest.java,2
src/test/java/io/reactivex/rxjava3/tck/ReplaySelectorTckTest.java,19
src/test/java/io/reactivex/rxjava3/tck/ReplayTckTest.java,28
src/test/java/io/reactivex/rxjava3/tck/RetryTckTest.java,18
src/test/java/io/reactivex/rxjava3/tck/ScanTckTest.java,13
src/test/java/io/reactivex/rxjava3/tck/SequenceEqualTckTest.java,17
src/test/java/io/reactivex/rxjava3/tck/ShareTckTest.java,6
src/test/java/io/reactivex/rxjava3/tck/SingleFlatMapFlowableTckTest.java,8
src/test/java/io/reactivex/rxjava3/tck/SingleTckTest.java,20
src/test/java/io/reactivex/rxjava3/tck/SkipLastTckTest.java,7
src/test/java/io/reactivex/rxjava3/tck/SkipTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/SkipUntilTckTest.java,0
src/test/java/io/reactivex/rxjava3/tck/SkipWhileTckTest.java,8
src/test/java/io/reactivex/rxjava3/tck/SortedTckTest.java,30
src/test/java/io/reactivex/rxjava3/tck/SubscribeOnTckTest.java,18
src/test/java/io/reactivex/rxjava3/tck/SwitchIfEmptyTckTest.java,11
src/test/java/io/reactivex/rxjava3/tck/SwitchMapDelayErrorTckTest.java,30
src/test/java/io/reactivex/rxjava3/tck/SwitchMapTckTest.java,14
src/test/java/io/reactivex/rxjava3/tck/SwitchOnNextTckTest.java,29
src/test/java/io/reactivex/rxjava3/tck/TakeLastTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/TakeTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/TakeUntilTckTest.java,14
src/test/java/io/reactivex/rxjava3/tck/TakeWhileTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/TimeIntervalTckTest.java,12
src/test/java/io/reactivex/rxjava3/tck/TimeoutTckTest.java,23
src/test/java/io/reactivex/rxjava3/tck/TimerTckTest.java,23
src/test/java/io/reactivex/rxjava3/tck/TimestampTckTest.java,20
src/test/java/io/reactivex/rxjava3/tck/ToListTckTest.java,20
src/test/java/io/reactivex/rxjava3/tck/ToMapTckTest.java,16
src/test/java/io/reactivex/rxjava3/tck/ToMultimapTckTest.java,5
src/test/java/io/reactivex/rxjava3/tck/ToSortedListTckTest.java,30
src/test/java/io/reactivex/rxjava3/tck/UnicastProcessorAsPublisherTckTest.java,2
src/test/java/io/reactivex/rxjava3/tck/UnicastProcessorTckTest.java,19
src/test/java/io/reactivex/rxjava3/tck/UnsubscribeOnTckTest.java,29
src/test/java/io/reactivex/rxjava3/tck/UsingTckTest.java,3
src/test/java/io/reactivex/rxjava3/tck/WindowBoundaryTckTest.java,16
src/test/java/io/reactivex/rxjava3/tck/WindowExactSizeTckTest.java,27
src/test/java/io/reactivex/rxjava3/tck/WithLatestFromTckTest.java,10
src/test/java/io/reactivex/rxjava3/tck/ZipIterableTckTest.java,27
src/test/java/io/reactivex/rxjava3/tck/ZipTckTest.java,11
src/test/java/io/reactivex/rxjava3/tck/ZipWithIterableTckTest.java,16
src/test/java/io/reactivex/rxjava3/tck/ZipWithTckTest.java,21
src/test/java/io/reactivex/rxjava3/testsupport/BaseTestConsumerEx.java,22
src/test/java/io/reactivex/rxjava3/testsupport/SuppressUndeliverable.java,27
src/test/java/io/reactivex/rxjava3/testsupport/SuppressUndeliverableRule.java,12
src/test/java/io/reactivex/rxjava3/testsupport/TestHelper.java,19
src/test/java/io/reactivex/rxjava3/testsupport/TestObserverEx.java,23
src/test/java/io/reactivex/rxjava3/testsupport/TestObserverExTest.java,6
src/test/java/io/reactivex/rxjava3/testsupport/TestSubscriberEx.java,22
src/test/java/io/reactivex/rxjava3/testsupport/TestSubscriberExTest.java,22
src/test/java/io/reactivex/rxjava3/testsupport/TimesteppingScheduler.java,14
src/test/java/io/reactivex/rxjava3/validators/BaseTypeAnnotations.java,23
src/test/java/io/reactivex/rxjava3/validators/BaseTypeParser.java,21
src/test/java/io/reactivex/rxjava3/validators/CatchThrowIfFatalCheck.java,17
src/test/java/io/reactivex/rxjava3/validators/CheckLocalVariablesInTests.java,7
src/test/java/io/reactivex/rxjava3/validators/FixLicenseHeaders.java,12
src/test/java/io/reactivex/rxjava3/validators/InternalWrongNaming.java,14
src/test/java/io/reactivex/rxjava3/validators/JavadocCodesAndLinks.java,0
src/test/java/io/reactivex/rxjava3/validators/JavadocFindUnescapedAngleBrackets.java,6
src/test/java/io/reactivex/rxjava3/validators/JavadocForAnnotations.java,3
src/test/java/io/reactivex/rxjava3/validators/JavadocWording.java,4
src/test/java/io/reactivex/rxjava3/validators/MaybeNo2Dot0Since.java,29
src/test/java/io/reactivex/rxjava3/validators/NewLinesBeforeAnnotation.java,14
src/test/java/io/reactivex/rxjava3/validators/NoAnonymousInnerClassesTest.java,16
src/test/java/io/reactivex/rxjava3/validators/OperatorsAreFinal.java,14
src/test/java/io/reactivex/rxjava3/validators/OperatorsUseInterfaces.java,16
src/test/java/io/reactivex/rxjava3/validators/ParamValidationCheckerTest.java,30
src/test/java/io/reactivex/rxjava3/validators/ParamValidationNaming.java,7
src/test/java/io/reactivex/rxjava3/validators/ParameterNamesInClassesTest.java,10
src/test/java/io/reactivex/rxjava3/validators/PublicFinalMethods.java,13
src/test/java/io/reactivex/rxjava3/validators/SourceAnnotationCheck.java,29
src/test/java/io/reactivex/rxjava3/validators/TestPrefixInMethodName.java,12
src/test/java/io/reactivex/rxjava3/validators/TextualAorAn.java,21
src/test/java/io/reactivex/rxjava3/validators/TooManyEmptyNewLines.java,25
gradle.properties,9
gradle/javadoc_cleanup.gradle,22
.github/workflows/gradle_release_docs.yml,18
src/main/java/io/reactivex/Scheduler.java,12
src/main/java/io/reactivex/schedulers/Schedulers.java,0
src/test/java/io/reactivex/SchedulerTest.java,30
src/main/java/io/reactivex/internal/schedulers/IoScheduler.java,12
src/test/java/io/reactivex/internal/schedulers/IoScheduledReleaseTest.java,6
README.md,17
.travis.yml,27
gradle/buildViaTravis.sh,20
gradle/push_javadoc.sh,14
src/main/java/io/reactivex/internal/operators/flowable/FlowableConcatMap.java,12
src/test/java/io/reactivex/internal/operators/flowable/FlowableConcatMapTest.java,16
Timeseries in java,23
src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureError.java,23
src/test/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureErrorTest.java,9
docs/Getting-Started.md,12
docs/Conditional-and-Boolean-Operators.md,7
docs/Connectable-Observable-Operators.md,10
src/main/java/io/reactivex/internal/operators/observable/ObservableFlatMap.java,17
src/test/java/io/reactivex/internal/operators/flowable/FlowableFlatMapTest.java,10
src/test/java/io/reactivex/internal/operators/observable/ObservableFlatMapTest.java,20
src/main/java/io/reactivex/rxjava3/internal/schedulers/CompleteFutureTasks.java,14
src/main/java/io/reactivex/rxjava3/internal/schedulers/CompleteScheduledExecutorService.java,16
src/main/java/io/reactivex/rxjava3/internal/schedulers/CompleteScheduledExecutors.java,27
src/main/java/io/reactivex/rxjava3/internal/schedulers/CompleteScheduledThreadPoolExecutor.java,20
src/main/java/io/reactivex/rxjava3/internal/schedulers/RxExecutors.java,6
src/test/java/io/reactivex/rxjava3/internal/schedulers/CompleteScheduledExecutorsTest.java,9
src/test/java/io/reactivex/rxjava3/internal/schedulers/CompleteScheduledThreadPoolTest.java,11
docs/Backpressure.md,11
docs/Blocking-Observable-Operators.md,27
docs/How-To-Use-RxJava.md,27
docs/Phantom-Operators.md,23
docs/Filtering-Observables.md,17
docs/Operator-Matrix.md,16
src/main/java/io/reactivex/internal/operators/flowable/FlowableGroupBy.java,29
src/test/java/io/reactivex/internal/operators/flowable/FlowableGroupByTest.java,0
src/main/java/io/reactivex/rxjava3/internal/operators/maybe/MaybeFlatMapSingleElement.java,23
src/main/java/io/reactivex/rxjava3/internal/observers/SubscriberCompletableObserver.java,23
src/test/java/io/reactivex/rxjava3/internal/operators/completable/CompletableAndThenCompletableabTest.java,10
.github/workflows/gradle-wrapper-validation.yml,30
docs/_Sidebar.md,8
src/main/java/io/reactivex/internal/operators/flowable/FlowableFlatMap.java,3
docs/Combining-Observables.md,29
docs/Writing-operators-for-2.0.md,17
src/main/java/io/reactivex/rxjava3/internal/observers/FutureSingleObserver.java,12
src/main/java/io/reactivex/rxjava3/disposables/Disposables.java,27
src/test/java/io/reactivex/rxjava3/disposables/DisposablesTest.java,9
src/main/java/io/reactivex/rxjava3/internal/operators/flowable/WindowSubscribeIntercept.java,21
src/main/java/io/reactivex/internal/operators/observable/ObservableAmb.java,12
src/main/java/io/reactivex/internal/operators/observable/ObservableCombineLatest.java,19
src/main/java/io/reactivex/internal/operators/observable/ObservableZip.java,10
src/test/java/io/reactivex/internal/operators/observable/ObservableAmbTest.java,4
src/test/java/io/reactivex/internal/operators/observable/ObservableCombineLatestTest.java,8
src/test/java/io/reactivex/internal/operators/observable/ObservableZipTest.java,19
src/main/java/io/reactivex/Flowable.java,17
src/main/java/io/reactivex/Observable.java,5
src/main/java/io/reactivex/disposables/ActionDisposable.java,14
src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableMostRecent.java,11
src/main/java/io/reactivex/internal/operators/observable/BlockingObservableMostRecent.java,7
src/main/java/io/reactivex/processors/MulticastProcessor.java,23
src/test/java/io/reactivex/processors/MulticastProcessorTest.java,18
src/main/java/io/reactivex/internal/operators/flowable/FlowableObserveOn.java,12
src/main/java/io/reactivex/internal/operators/observable/ObservableObserveOn.java,29
src/test/java/io/reactivex/internal/operators/flowable/FlowableObserveOnTest.java,13
src/test/java/io/reactivex/internal/operators/observable/ObservableObserveOnTest.java,24
src/main/resources/META-INF/proguard/rxjava3.pro,0
src/main/resources/META-INF/proguard/rxjava2.pro,5
src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowTimed.java,29
src/main/java/io/reactivex/internal/operators/observable/ObservableWindowTimed.java,17
src/test/java/io/reactivex/internal/operators/flowable/FlowableWindowWithTimeTest.java,24
src/test/java/io/reactivex/internal/operators/observable/ObservableWindowWithTimeTest.java,20
src/main/java/io/reactivex/Single.java,26
src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBuffer.java,23
src/main/java/io/reactivex/processors/UnicastProcessor.java,0
src/main/java/io/reactivex/subjects/UnicastSubject.java,26
src/test/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureBufferTest.java,6
src/test/java/io/reactivex/processors/UnicastProcessorTest.java,3
src/test/java/io/reactivex/subjects/UnicastSubjectTest.java,28
docs/Additional-Reading.md,21
src/test/java/io/reactivex/flowable/FlowableWindowTests.java,25
src/test/java/io/reactivex/observable/ObservableWindowTests.java,6
src/main/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimed.java,28
src/test/java/io/reactivex/TimesteppingScheduler.java,17
src/test/java/io/reactivex/internal/operators/flowable/FlowableTakeLastTimedTest.java,12
src/test/java/io/reactivex/internal/operators/observable/ObservableTakeLastTimedTest.java,9
src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableLimit.java,20
src/main/java/io/reactivex/rxjava3/internal/operators/completable/CompletableMergeDelayErrorArray.java,10
src/main/java/io/reactivex/internal/operators/flowable/FlowableRefCount.java,30
src/main/java/io/reactivex/internal/operators/observable/ObservableRefCount.java,8
src/test/java/io/reactivex/internal/operators/flowable/FlowableRefCountAltTest.java,1
src/test/java/io/reactivex/internal/operators/flowable/FlowableRefCountTest.java,2
src/test/java/io/reactivex/internal/operators/observable/ObservableRefCountAltTest.java,28
src/test/java/io/reactivex/internal/operators/observable/ObservableRefCountTest.java,8
src/main/java/io/reactivex/internal/operators/flowable/BlockingFlowableIterable.java,6
src/main/java/io/reactivex/internal/operators/flowable/FlowableSwitchMap.java,28
src/main/java/io/reactivex/internal/operators/observable/BlockingObservableIterable.java,2
src/test/java/io/reactivex/internal/operators/flowable/BlockingFlowableToIteratorTest.java,26
src/test/java/io/reactivex/internal/operators/flowable/FlowableBufferTest.java,3
src/test/java/io/reactivex/internal/operators/observable/BlockingObservableNextTest.java,14
src/test/java/io/reactivex/internal/operators/observable/BlockingObservableToIteratorTest.java,9
src/test/java/io/reactivex/internal/operators/observable/ObservableBufferTest.java,8
src/test/java/io/reactivex/schedulers/TrampolineSchedulerTest.java,23
.gitignore,26
src/jmh/java/io/reactivex/BinaryFlatMapPerf.java,2
src/jmh/java/io/reactivex/BlockingGetPerf.java,11
src/jmh/java/io/reactivex/BlockingPerf.java,23
src/jmh/java/io/reactivex/CallableAsyncPerf.java,2
src/jmh/java/io/reactivex/EachTypeFlatMapPerf.java,18
src/jmh/java/io/reactivex/FlatMapJustPerf.java,12
src/jmh/java/io/reactivex/FlattenCrossMapPerf.java,28
src/jmh/java/io/reactivex/FlattenJustPerf.java,9
src/jmh/java/io/reactivex/FlattenRangePerf.java,19
src/jmh/java/io/reactivex/FlowableFlatMapCompletableAsyncPerf.java,25
src/jmh/java/io/reactivex/FlowableFlatMapCompletableSyncPerf.java,6
src/jmh/java/io/reactivex/InputWithIncrementingInteger.java,10
src/jmh/java/io/reactivex/JustAsyncPerf.java,6
src/jmh/java/io/reactivex/LatchedSingleObserver.java,0
src/jmh/java/io/reactivex/MemoryPerf.java,1
src/jmh/java/io/reactivex/ObservableFlatMapPerf.java,23
src/jmh/java/io/reactivex/OperatorFlatMapPerf.java,16
src/jmh/java/io/reactivex/OperatorMergePerf.java,18
src/jmh/java/io/reactivex/PerfAsyncConsumer.java,5
src/jmh/java/io/reactivex/PerfBoundedSubscriber.java,18
src/jmh/java/io/reactivex/PerfConsumer.java,19
src/jmh/java/io/reactivex/PerfInteropConsumer.java,10
src/jmh/java/io/reactivex/PerfObserver.java,17
src/jmh/java/io/reactivex/PerfSubscriber.java,16
src/jmh/java/io/reactivex/PublishProcessorPerf.java,9
src/jmh/java/io/reactivex/RangePerf.java,2
src/jmh/java/io/reactivex/ReducePerf.java,2
src/jmh/java/io/reactivex/RxVsStreamPerf.java,5
src/jmh/java/io/reactivex/StrictPerf.java,18
src/jmh/java/io/reactivex/TakeUntilPerf.java,24
src/jmh/java/io/reactivex/ToFlowablePerf.java,22
src/jmh/java/io/reactivex/XMapYPerf.java,23
src/jmh/java/io/reactivex/parallel/ParallelPerf.java,21
src/jmh/java/io/reactivex/xmapz/FlowableConcatMapCompletablePerf.java,11
src/jmh/java/io/reactivex/xmapz/FlowableConcatMapMaybeEmptyPerf.java,9
src/jmh/java/io/reactivex/xmapz/FlowableConcatMapMaybePerf.java,5
src/jmh/java/io/reactivex/xmapz/FlowableConcatMapSinglePerf.java,12
src/jmh/java/io/reactivex/xmapz/FlowableFlatMapCompletablePerf.java,22
src/jmh/java/io/reactivex/xmapz/FlowableFlatMapMaybeEmptyPerf.java,3
src/jmh/java/io/reactivex/xmapz/FlowableFlatMapMaybePerf.java,23
src/jmh/java/io/reactivex/xmapz/FlowableFlatMapSinglePerf.java,21
src/jmh/java/io/reactivex/xmapz/FlowableSwitchMapCompletablePerf.java,9
src/jmh/java/io/reactivex/xmapz/FlowableSwitchMapMaybeEmptyPerf.java,14
src/jmh/java/io/reactivex/xmapz/FlowableSwitchMapMaybePerf.java,14
src/jmh/java/io/reactivex/xmapz/FlowableSwitchMapSinglePerf.java,19
src/jmh/java/io/reactivex/xmapz/ObservableConcatMapCompletablePerf.java,8
src/jmh/java/io/reactivex/xmapz/ObservableConcatMapMaybeEmptyPerf.java,7
src/jmh/java/io/reactivex/xmapz/ObservableConcatMapMaybePerf.java,6
src/jmh/java/io/reactivex/xmapz/ObservableConcatMapSinglePerf.java,24
src/jmh/java/io/reactivex/xmapz/ObservableFlatMapCompletablePerf.java,17
src/jmh/java/io/reactivex/xmapz/ObservableFlatMapMaybeEmptyPerf.java,30
src/jmh/java/io/reactivex/xmapz/ObservableFlatMapMaybePerf.java,4
src/jmh/java/io/reactivex/xmapz/ObservableFlatMapSinglePerf.java,15
src/jmh/java/io/reactivex/xmapz/ObservableSwitchMapCompletablePerf.java,9
src/jmh/java/io/reactivex/xmapz/ObservableSwitchMapMaybeEmptyPerf.java,22
src/jmh/java/io/reactivex/xmapz/ObservableSwitchMapMaybePerf.java,20
src/jmh/java/io/reactivex/xmapz/ObservableSwitchMapSinglePerf.java,28
src/main/java/io/reactivex/BackpressureOverflowStrategy.java,29
src/main/java/io/reactivex/BackpressureStrategy.java,10
src/main/java/io/reactivex/Completable.java,28
src/main/java/io/reactivex/CompletableConverter.java,22
src/main/java/io/reactivex/CompletableEmitter.java,27
src/main/java/io/reactivex/CompletableObserver.java,21
src/main/java/io/reactivex/CompletableOnSubscribe.java,20
src/main/java/io/reactivex/CompletableOperator.java,30
src/main/java/io/reactivex/CompletableSource.java,20
src/main/java/io/reactivex/CompletableTransformer.java,28
src/main/java/io/reactivex/Emitter.java,15
src/main/java/io/reactivex/FlowableConverter.java,30
src/main/java/io/reactivex/FlowableEmitter.java,5
src/main/java/io/reactivex/FlowableOnSubscribe.java,8
src/main/java/io/reactivex/FlowableOperator.java,7
src/main/java/io/reactivex/FlowableSubscriber.java,12
src/main/java/io/reactivex/FlowableTransformer.java,26
src/main/java/io/reactivex/Maybe.java,27
src/main/java/io/reactivex/MaybeConverter.java,12
src/main/java/io/reactivex/MaybeEmitter.java,11
src/main/java/io/reactivex/MaybeObserver.java,3
src/main/java/io/reactivex/MaybeOnSubscribe.java,0
src/main/java/io/reactivex/MaybeOperator.java,8
src/main/java/io/reactivex/MaybeSource.java,0
src/main/java/io/reactivex/MaybeTransformer.java,4
src/main/java/io/reactivex/Notification.java,15
src/main/java/io/reactivex/ObservableConverter.java,20
src/main/java/io/reactivex/ObservableEmitter.java,20
src/main/java/io/reactivex/ObservableOnSubscribe.java,27
src/main/java/io/reactivex/ObservableOperator.java,18
src/main/java/io/reactivex/ObservableSource.java,13
src/main/java/io/reactivex/ObservableTransformer.java,25
src/main/java/io/reactivex/Observer.java,29
src/main/java/io/reactivex/SingleConverter.java,7
src/main/java/io/reactivex/SingleEmitter.java,19
src/main/java/io/reactivex/SingleObserver.java,20
src/main/java/io/reactivex/SingleOnSubscribe.java,11
src/main/java/io/reactivex/SingleOperator.java,25
src/main/java/io/reactivex/SingleSource.java,8
src/main/java/io/reactivex/SingleTransformer.java,11
src/main/java/io/reactivex/annotations/BackpressureKind.java,28
src/main/java/io/reactivex/annotations/BackpressureSupport.java,27
src/main/java/io/reactivex/annotations/Beta.java,13
src/main/java/io/reactivex/annotations/CheckReturnValue.java,24
src/main/java/io/reactivex/annotations/Experimental.java,27
src/main/java/io/reactivex/annotations/NonNull.java,24
src/main/java/io/reactivex/annotations/Nullable.java,23
src/main/java/io/reactivex/annotations/SchedulerSupport.java,7
src/main/java/io/reactivex/annotations/package-info.java,25
src/main/java/io/reactivex/disposables/CompositeDisposable.java,20
src/main/java/io/reactivex/disposables/Disposable.java,3
src/main/java/io/reactivex/disposables/Disposables.java,15
src/main/java/io/reactivex/disposables/FutureDisposable.java,11
src/main/java/io/reactivex/disposables/ReferenceDisposable.java,12
src/main/java/io/reactivex/disposables/RunnableDisposable.java,15
src/main/java/io/reactivex/disposables/SerialDisposable.java,8
src/main/java/io/reactivex/disposables/SubscriptionDisposable.java,4
src/main/java/io/reactivex/disposables/package-info.java,18
src/main/java/io/reactivex/exceptions/CompositeException.java,17
src/main/java/io/reactivex/exceptions/Exceptions.java,23
src/main/java/io/reactivex/exceptions/MissingBackpressureException.java,5
src/main/java/io/reactivex/exceptions/OnErrorNotImplementedException.java,14
src/main/java/io/reactivex/exceptions/ProtocolViolationException.java,9
src/main/java/io/reactivex/exceptions/UndeliverableException.java,10
src/main/java/io/reactivex/exceptions/package-info.java,17
src/main/java/io/reactivex/flowables/ConnectableFlowable.java,11
src/main/java/io/reactivex/flowables/GroupedFlowable.java,18
src/main/java/io/reactivex/flowables/package-info.java,8
src/main/java/io/reactivex/functions/Action.java,21
src/main/java/io/reactivex/functions/BiConsumer.java,30
src/main/java/io/reactivex/functions/BiFunction.java,22
src/main/java/io/reactivex/functions/BiPredicate.java,22
src/main/java/io/reactivex/functions/BooleanSupplier.java,27
src/main/java/io/reactivex/functions/Cancellable.java,28
src/main/java/io/reactivex/functions/Consumer.java,27
src/main/java/io/reactivex/functions/Function.java,27
src/main/java/io/reactivex/functions/Function3.java,6
src/main/java/io/reactivex/functions/Function4.java,11
src/main/java/io/reactivex/functions/Function5.java,29
src/main/java/io/reactivex/functions/Function6.java,29
src/main/java/io/reactivex/functions/Function7.java,24
src/main/java/io/reactivex/functions/Function8.java,16
src/main/java/io/reactivex/functions/Function9.java,27
src/main/java/io/reactivex/functions/IntFunction.java,30
src/main/java/io/reactivex/functions/LongConsumer.java,18
src/main/java/io/reactivex/functions/Predicate.java,0
src/main/java/io/reactivex/functions/Supplier.java,22
src/main/java/io/reactivex/functions/package-info.java,24
src/main/java/io/reactivex/internal/disposables/ArrayCompositeDisposable.java,1
src/main/java/io/reactivex/internal/disposables/CancellableDisposable.java,4
src/main/java/io/reactivex/internal/disposables/DisposableContainer.java,22
src/main/java/io/reactivex/internal/disposables/DisposableHelper.java,10
src/main/java/io/reactivex/internal/disposables/EmptyDisposable.java,2
src/main/java/io/reactivex/internal/disposables/ListCompositeDisposable.java,6
src/main/java/io/reactivex/internal/disposables/SequentialDisposable.java,23
src/main/java/io/reactivex/internal/functions/Functions.java,6
src/main/java/io/reactivex/internal/functions/ObjectHelper.java,27
src/main/java/io/reactivex/internal/fuseable/ConditionalSubscriber.java,16
src/main/java/io/reactivex/internal/fuseable/FuseToFlowable.java,17
src/main/java/io/reactivex/internal/fuseable/FuseToMaybe.java,5
src/main/java/io/reactivex/internal/fuseable/FuseToObservable.java,29
src/main/java/io/reactivex/internal/fuseable/HasUpstreamCompletableSource.java,23
src/main/java/io/reactivex/internal/fuseable/HasUpstreamMaybeSource.java,1
src/main/java/io/reactivex/internal/fuseable/HasUpstreamObservableSource.java,21
src/main/java/io/reactivex/internal/fuseable/HasUpstreamPublisher.java,8
src/main/java/io/reactivex/internal/fuseable/HasUpstreamSingleSource.java,11
src/main/java/io/reactivex/internal/fuseable/QueueDisposable.java,0
src/main/java/io/reactivex/internal/fuseable/QueueFuseable.java,7
src/main/java/io/reactivex/internal/fuseable/QueueSubscription.java,17
src/main/java/io/reactivex/internal/fuseable/ScalarSupplier.java,8
src/main/java/io/reactivex/internal/fuseable/SimplePlainQueue.java,16
src/main/java/io/reactivex/internal/fuseable/SimpleQueue.java,14
src/main/java/io/reactivex/internal/fuseable/package-info.java,30
src/main/java/io/reactivex/internal/observers/BasicFuseableObserver.java,3
src/main/java/io/reactivex/internal/observers/BasicIntQueueDisposable.java,11
src/main/java/io/reactivex/internal/observers/BasicQueueDisposable.java,13
src/main/java/io/reactivex/internal/observers/BiConsumerSingleObserver.java,12
src/main/java/io/reactivex/internal/observers/BlockingBaseObserver.java,26
src/main/java/io/reactivex/internal/observers/BlockingFirstObserver.java,23
src/main/java/io/reactivex/internal/observers/BlockingLastObserver.java,20
src/main/java/io/reactivex/internal/observers/BlockingMultiObserver.java,25
src/main/java/io/reactivex/internal/observers/BlockingObserver.java,1
src/main/java/io/reactivex/internal/observers/CallbackCompletableObserver.java,9
src/main/java/io/reactivex/internal/observers/ConsumerSingleObserver.java,29
src/main/java/io/reactivex/internal/observers/DeferredScalarDisposable.java,2
src/main/java/io/reactivex/internal/observers/DeferredScalarObserver.java,5
src/main/java/io/reactivex/internal/observers/DisposableLambdaObserver.java,1
src/main/java/io/reactivex/internal/observers/EmptyCompletableObserver.java,10
src/main/java/io/reactivex/internal/observers/ForEachWhileObserver.java,16
src/main/java/io/reactivex/internal/observers/FutureObserver.java,28
src/main/java/io/reactivex/internal/observers/FutureSingleObserver.java,21
src/main/java/io/reactivex/internal/observers/InnerQueuedObserver.java,0
src/main/java/io/reactivex/internal/observers/InnerQueuedObserverSupport.java,2
src/main/java/io/reactivex/internal/observers/LambdaObserver.java,1
src/main/java/io/reactivex/internal/observers/QueueDrainObserver.java,11
src/main/java/io/reactivex/internal/observers/ResumeSingleObserver.java,25
src/main/java/io/reactivex/internal/observers/SubscriberCompletableObserver.java,24
src/main/java/io/reactivex/internal/operators/completable/CompletableAmb.java,3
src/main/java/io/reactivex/internal/operators/completable/CompletableAndThenCompletable.java,17
src/main/java/io/reactivex/internal/operators/completable/CompletableCache.java,25
src/main/java/io/reactivex/internal/operators/completable/CompletableConcat.java,18
src/main/java/io/reactivex/internal/operators/completable/CompletableConcatArray.java,11
src/main/java/io/reactivex/internal/operators/completable/CompletableConcatIterable.java,28
src/main/java/io/reactivex/internal/operators/completable/CompletableCreate.java,23
src/main/java/io/reactivex/internal/operators/completable/CompletableDefer.java,23
src/main/java/io/reactivex/internal/operators/completable/CompletableDelay.java,9
src/main/java/io/reactivex/internal/operators/completable/CompletableDetach.java,26
src/main/java/io/reactivex/internal/operators/completable/CompletableDisposeOn.java,24
src/main/java/io/reactivex/internal/operators/completable/CompletableDoFinally.java,8
src/main/java/io/reactivex/internal/operators/completable/CompletableDoOnEvent.java,28
src/main/java/io/reactivex/internal/operators/completable/CompletableEmpty.java,7
src/main/java/io/reactivex/internal/operators/completable/CompletableError.java,5
